id,account_state,risk_level,date_of_birth,state,zipcode,platform,created_at
284220,complete,2,1975-07-11,PA,18510,ios,2016-06-24 22:19:44.399298
368194,complete,1,1983-08-13,HI,96740,ios,2016-07-24 20:40:38.697428
367359,complete,1,1988-09-26,MO,65803,android,2016-07-24 18:33:33.817203
360715,complete,2,1986-01-26,FL,32714,android,2016-07-24 20:46:47.490729
367374,complete,2,1993-09-09,CA,94601,ios,2016-07-24 18:36:12.228699
367452,complete,2,1982-06-28,TX,78705,ios,2016-07-24 18:53:35.701069
360093,closed,2,1993-04-08,TX,79529,android,2016-07-23 13:14:56.804572
367655,complete,2,1991-01-16,WA,99354,android,2016-07-24 19:26:57.694052
357753,complete,1,1991-04-07,TN,38053,ios,2016-07-24 20:08:47.393789
368488,complete,1,1980-07-06,WI,53590,ios,2016-07-24 21:17:06.256813
368043,complete,2,1971-10-19,CA,90019,android,2016-07-24 20:28:57.292992
367354,complete,2,1985-08-07,GA,30813,ios,2016-07-24 22:26:06.541743
284149,complete,2,1989-05-13,MT,59730,ios,2016-07-16 15:28:12.968269
338249,complete,2,1983-07-02,CO,81632,ios,2016-07-16 19:34:32.115857
367362,complete,2,1981-03-24,CA,93552,ios,2016-07-24 18:33:26.04367
368459,complete,2,1991-06-08,FL,32801,ios,2016-07-25 16:11:24.383077
367416,complete,2,1970-04-01,NJ,07604,ios,2016-07-24 18:44:41.32656
367352,complete,1,1986-10-11,NY,10469,ios,2016-07-24 18:48:21.843966
367553,complete,1,1993-12-19,NJ,08901,android,2016-07-24 19:11:55.664935
368394,complete,1,1980-02-09,PA,18102,android,2016-07-24 21:09:11.06009
368133,complete,2,1985-04-08,AZ,85225,ios,2016-07-24 20:36:03.719413
368636,complete,2,1987-11-17,TX,75019,ios,2016-07-24 21:33:38.233445
368615,complete,2,1991-06-18,IL,60634,ios,2016-07-24 21:33:48.90345
368513,complete,2,1962-12-17,CA,91010,ios,2016-07-24 22:40:26.995785
284151,complete,2,1980-04-22,TX,77077,android,2016-06-24 21:32:00.024641
284150,complete,3,1987-08-09,MN,55414,ios,2016-06-24 21:36:17.145623
223795,complete,1,1995-05-20,NJ,08091,android,2016-06-24 21:42:31.097094
6635,complete,2,1982-04-05,OR,97213,ios,2016-06-24 21:58:44.944943
284192,complete,2,1979-12-05,NJ,07882,ios,2016-06-24 21:58:21.993959
284230,complete,2,1988-05-12,TX,76086,android,2016-06-24 22:26:10.501693
284234,complete,2,1985-02-15,TX,77009,ios,2016-06-24 22:27:53.977105
367261,complete,2,1988-12-03,MN,56001,ios,2016-07-24 18:18:52.600904
368063,complete,2,1989-01-20,NY,11203,android,2016-07-24 20:27:36.199065
368275,complete,1,1997-12-17,CA,91710,ios,2016-07-24 20:50:14.362228
284153,complete,2,1991-11-22,TX,77339,ios,2016-06-24 21:34:01.165562
367426,complete,2,1979-04-18,TX,79932,android,2016-07-24 18:46:55.851369
367432,complete,2,1982-06-07,CA,90036,ios,2016-07-24 18:51:02.612699
367482,complete,2,1992-09-18,MA,01570,ios,2016-07-24 18:57:39.510596
368526,complete,2,1993-03-24,NC,28262,android,2016-07-24 22:01:44.068441
367876,complete,2,1987-09-15,FL,33760,ios,2016-07-24 20:02:44.131372
368379,complete,2,1995-10-30,MS,39652,ios,2016-07-25 01:22:44.759545
368781,complete,2,1987-06-05,AZ,85014,ios,2016-07-24 21:57:40.798991
199494,complete,2,1985-11-27,NM,87111,android,2016-07-24 20:28:11.429475
241072,complete,2,1987-09-15,OK,73072,android,2016-06-24 21:30:03.890662
284155,complete,1,1981-09-29,CA,90029,ios,2016-06-26 16:25:32.753942
338252,complete,2,1982-05-28,PA,19002,ios,2016-07-20 17:53:32.493521
367337,closed,2,1954-04-08,SC,29209,ios,2016-07-24 18:31:49.946198
367395,complete,1,1983-08-03,MA,02124,ios,2016-07-24 18:40:32.103156
367579,complete,1,1992-07-27,HI,96753,android,2016-07-24 19:13:10.763577
367622,complete,1,1974-10-10,CA,90068,ios,2016-07-24 19:21:11.522396
367376,complete,2,1991-05-31,CA,92806,android,2016-07-24 19:28:21.179714
368795,complete,1,1996-08-10,IN,46383,ios,2016-07-25 20:58:26.795574
367930,complete,2,1984-09-08,NY,12307,ios,2016-07-24 20:12:15.963937
367886,complete,1,1985-03-13,KS,66061,android,2016-07-26 20:00:47.116056
368316,complete,2,1974-09-20,NY,10803,ios,2016-07-24 20:57:27.696725
368011,complete,3,1954-10-12,CA,94301,ios,2016-07-24 20:23:20.477245
367627,closed,2,1987-05-04,CA,91306,android,2016-07-24 21:06:09.467536
368614,complete,2,1976-07-08,TX,78691,android,2016-07-24 21:35:55.477123
367295,complete,1,1995-08-05,MN,55432,android,2016-07-24 18:57:53.838991
367716,complete,2,1978-11-05,NC,27262,android,2016-07-24 19:43:46.599665
368075,closed,2,1981-05-08,IL,60435,android,2016-07-24 20:34:57.522074
368457,complete,2,1988-10-17,CA,90650,ios,2016-07-24 21:12:42.486036
368468,complete,2,1995-11-18,TX,77498,ios,2016-07-24 21:30:39.209607
368705,closed,2,1978-02-08,VA,20105,ios,2016-07-24 21:47:22.262118
367292,closed,2,1991-02-27,OH,43214,ios,2016-07-24 18:21:20.875584
284188,complete,1,1988-08-24,NC,28211,ios,2016-06-24 21:53:03.148267
338254,complete,2,1989-08-26,VA,23093,android,2016-07-17 23:23:53.795981
367302,complete,2,1980-06-04,NY,11222,ios,2016-07-24 18:25:29.142122
367741,complete,2,1980-05-09,OH,44256,ios,2016-07-24 19:36:43.077389
367361,complete,1,1991-11-03,FL,33330,ios,2016-07-26 02:08:02.528075
338256,complete,2,1980-03-18,OH,45439,android,2016-07-16 19:49:54.304841
367305,complete,1,1986-11-20,NC,27455,ios,2016-07-24 18:35:41.820613
368341,complete,1,1986-02-18,PA,18104,ios,2016-07-24 20:56:52.04204
367612,complete,2,1978-12-22,FL,32226,ios,2016-07-24 19:17:26.677577
367838,complete,2,1992-12-22,WI,54302,ios,2016-07-24 19:58:22.568045
367903,complete,1,1995-05-25,NM,87124,android,2016-07-24 20:05:42.062229
368668,complete,1,1993-06-07,TX,78613,ios,2016-07-24 21:41:32.50054
367897,complete,1,1983-09-27,CA,94551,ios,2016-07-24 20:10:52.60046
368751,closed,2,1955-02-04,MA,01028,android,2016-07-24 21:53:06.410919
368669,closed,2,1987-02-20,TX,75248,android,2016-07-24 22:03:41.398064
284159,complete,2,1988-06-04,AZ,85209,android,2016-06-24 21:31:41.282349
284176,complete,2,1985-10-31,FL,33781,android,2016-06-26 15:02:31.819846
367309,complete,1,1995-10-26,NY,11234,ios,2016-07-24 18:32:27.891888
368701,complete,2,1990-12-13,NJ,08527,ios,2016-07-24 21:50:50.450257
368241,complete,3,1967-08-26,CA,95350,android,2016-07-24 20:47:06.199542
367618,complete,1,1977-01-24,CA,94044,ios,2016-07-24 19:18:33.921893
367676,complete,2,1993-02-09,HI,96789,ios,2016-07-24 19:38:26.716889
367675,complete,1,1996-10-11,TN,37086,ios,2016-07-24 19:41:10.234559
367561,complete,1,1989-02-01,CA,95132,ios,2016-07-24 20:08:05.332248
368114,complete,1,1997-06-14,CA,95112,android,2016-07-24 20:30:11.902683
368500,complete,2,1992-09-07,CA,90301,ios,2016-07-24 21:27:06.720237
368833,complete,1,1987-03-06,PA,16735,android,2016-07-24 22:01:50.079264
368271,complete,1,1997-03-13,FL,33313,ios,2016-07-31 14:33:56.877332
284160,complete,2,1976-03-17,GA,30180,android,2016-06-24 21:41:53.326029
284219,complete,2,1967-05-29,NY,11566,android,2016-06-24 22:16:07.065798
338258,closed,2,1994-12-01,IL,60914,ios,2016-07-17 17:05:12.337963
368644,complete,1,1989-03-11,MO,63136,ios,2016-07-24 21:40:21.91829
368745,complete,2,1958-04-29,FL,32305,ios,2016-07-24 21:57:42.392677
367887,complete,1,1973-06-12,GA,30103,ios,2016-07-24 20:02:14.09242
368828,complete,1,1990-11-13,NC,27822,android,2016-07-24 22:00:34.046253
368841,complete,1,1981-03-20,IL,60964,android,2016-07-24 22:01:24.894843
368848,complete,2,1976-03-07,FL,33068,android,2016-07-24 22:10:26.118291
368231,complete,2,1996-11-13,UT,84043,ios,2016-07-24 20:48:32.352672
368313,complete,2,1982-01-30,UT,84020,android,2016-07-24 20:55:24.450911
368371,complete,1,1995-01-28,NJ,08081,ios,2016-07-24 21:04:32.317111
284161,complete,1,1993-03-02,OH,43055,ios,2016-06-24 21:32:11.339391
338264,complete,2,1992-05-04,NY,10032,android,2016-07-16 19:49:23.705505
245702,complete,2,1988-10-26,NJ,07302,android,2016-07-16 19:45:34.513593
367383,complete,3,1986-09-30,UT,84660,android,2016-07-24 19:04:51.783444
368738,complete,2,1985-06-03,TX,75287,android,2016-07-31 00:47:30.547473
368753,complete,2,1989-12-09,OH,43212,ios,2016-07-24 21:57:41.045388
284162,complete,1,1994-12-12,MO,63136,android,2016-06-24 21:39:07.002759
367445,complete,1,1989-12-02,OH,43081,ios,2016-07-24 18:47:02.906931
363995,complete,1,1997-08-14,CA,92064,android,2016-07-24 20:22:25.04596
368195,complete,2,1990-03-05,TN,37771,android,2016-07-24 20:41:13.803668
368361,closed,1,1996-07-11,CA,92236,ios,2016-07-24 21:12:49.86134
368351,complete,2,1987-01-24,CA,90404,ios,2016-07-24 21:03:51.939049
185482,complete,2,1965-01-08,CT,06320,android,2016-06-24 22:15:03.489991
338261,complete,2,1983-02-24,ID,83617,android,2016-07-16 19:46:00.146457
338262,complete,1,1989-06-21,TX,78260,android,2016-07-16 19:52:24.906517
367442,complete,2,1975-07-16,TX,77082,android,2016-07-24 18:55:32.022863
367628,complete,2,1953-06-27,MS,39046,android,2016-07-24 19:20:21.931671
367768,complete,2,1983-08-08,TX,77077,android,2016-07-24 19:46:53.953992
368541,complete,1,1995-06-01,FL,33610,ios,2016-07-24 21:23:21.215586
367848,complete,2,1979-08-26,AZ,85201,android,2016-07-24 20:02:39.046608
368680,complete,2,1988-02-16,NC,27597,android,2016-07-24 21:52:50.811264
367427,complete,1,1995-05-19,MD,21740,ios,2016-07-24 23:03:40.79061
284182,in_closing_process,2,1993-04-25,VA,22181,ios,2016-06-24 21:53:39.695658
284227,complete,2,1986-03-18,KY,42452,android,2016-06-24 22:27:19.387437
284232,closed,2,1996-01-06,FL,32504,android,2016-06-24 22:32:12.352302
368200,complete,1,1993-09-02,NY,11762,ios,2016-07-24 20:43:49.962722
367451,complete,1,1966-05-04,OH,43219,android,2016-07-24 18:51:38.089379
367464,complete,2,1986-03-30,CA,90291,ios,2016-07-24 18:53:51.498494
368239,complete,1,1996-04-11,MD,20744,ios,2016-07-24 20:47:14.955591
367980,closed,1,1985-06-08,TN,37406,android,2016-07-24 20:17:16.286994
367995,complete,1,1986-01-03,DE,19713,ios,2016-07-24 20:22:12.633591
367999,complete,2,1951-02-05,OK,74136,ios,2016-07-24 20:22:00.792395
368528,complete,1,1995-08-23,AZ,85308,ios,2016-07-24 21:20:12.032506
367164,complete,2,1977-05-24,WY,82301,android,2016-07-24 21:58:40.243313
204125,complete,1,1992-12-06,KY,42211,ios,2016-06-24 21:36:17.872665
284168,in_closing_process,1,1994-03-31,MS,39429,android,2016-06-24 21:43:52.134111
367506,complete,1,1977-05-27,OR,97067,android,2016-07-24 18:58:48.144865
284191,complete,2,1979-03-12,GA,30273,android,2016-06-24 22:05:07.373965
284183,complete,2,1959-07-18,TX,77479,ios,2016-06-24 21:54:00.455926
367613,complete,2,1982-09-13,NJ,07206,ios,2016-07-24 19:18:42.238953
368331,complete,2,1973-03-09,CA,90680,ios,2016-07-24 21:06:52.200771
284166,complete,2,1995-06-28,ID,83706,ios,2016-06-24 21:38:18.235744
284171,complete,1,1988-12-23,CA,90026,ios,2016-06-24 21:41:10.808235
284249,complete,1,1997-01-03,NY,10472,android,2016-06-24 22:42:28.874488
338285,complete,2,1977-06-17,NH,03858,ios,2016-07-20 21:05:46.899111
368587,complete,2,1986-09-15,VA,23116,ios,2016-07-24 21:31:40.238439
367548,complete,2,1994-09-03,AZ,85339,android,2016-07-24 19:10:26.08638
367714,complete,2,1982-11-17,TX,75494,ios,2016-07-24 19:36:39.390651
367717,complete,2,1985-09-28,PA,15071,ios,2016-07-24 19:37:00.423295
368274,complete,3,1987-11-09,FL,32789,android,2016-07-29 15:20:06.112714
367784,complete,1,1997-10-15,PA,18042,ios,2016-07-24 19:47:43.203659
280873,complete,2,1986-06-19,MI,48214,android,2016-06-24 21:45:54.491594
284169,complete,1,1976-03-26,HI,96720,android,2016-06-24 21:39:15.6727
284174,closed,1,1994-02-10,OH,44012,ios,2016-06-24 21:41:50.512246
216251,complete,2,1987-09-03,WA,98372,android,2016-06-24 22:15:11.24406
284237,complete,1,1996-12-16,GA,30021,ios,2016-06-24 22:26:15.049138
284243,complete,2,1992-06-05,AZ,85014,android,2016-06-24 22:30:41.471272
367877,complete,2,1991-07-30,CO,80525,android,2016-07-24 20:03:21.277799
368805,complete,2,1978-11-30,NJ,07927,android,2016-07-24 21:58:53.385623
368775,complete,2,1988-09-23,CA,93060,android,2016-07-24 21:59:33.009434
368735,complete,3,1986-08-28,CA,90069,ios,2016-07-24 22:01:01.713187
368152,complete,2,1986-11-13,CA,93726,ios,2016-07-24 22:41:40.237745
368784,complete,2,1988-10-20,CA,90038,ios,2016-07-25 02:37:08.452983
368618,complete,2,1996-05-25,MO,65802,ios,2016-07-24 21:34:26.675143
338268,complete,2,1959-11-23,MN,56549,android,2016-07-28 21:06:33.488197
284177,complete,3,1985-01-19,OK,73012,android,2016-06-24 21:46:30.405443
284207,complete,1,1989-03-06,MD,21217,android,2016-06-24 22:08:22.393271
338269,closed,1,1993-02-24,MA,01605,android,2016-07-16 20:42:59.625845
367581,closed,2,1991-10-18,TN,37130,android,2016-07-24 19:12:07.60541
367595,complete,2,1990-12-06,CA,94121,ios,2016-07-24 19:14:39.337678
367962,complete,1,1995-01-02,GA,30008,ios,2016-07-24 20:13:01.450229
368006,complete,2,1977-09-21,CA,92507,android,2016-07-24 20:20:01.914227
368111,complete,1,1996-01-02,TX,76542,ios,2016-07-24 20:36:24.697485
368249,closed,2,1991-07-24,AL,53297,ios,2016-07-24 20:46:49.379063
368578,complete,1,1994-10-29,FL,34610,android,2016-07-24 21:30:09.994076
368588,complete,2,1992-06-24,TX,75007,ios,2016-07-24 21:31:57.955804
284179,complete,1,1988-03-31,AR,72703,android,2016-06-24 21:47:48.825182
338276,complete,3,1982-03-09,TN,37807,ios,2016-07-16 19:54:05.333624
367726,complete,2,1974-08-21,SC,29325,android,2016-07-24 19:35:10.360044
367770,complete,3,1962-11-30,IL,60527,ios,2016-07-24 19:50:50.612701
367816,complete,1,1982-04-22,NY,10030,ios,2016-07-24 19:54:58.27125
367748,complete,2,1981-06-25,HI,96732,ios,2016-07-24 19:59:07.99411
368332,complete,2,1994-09-26,MO,63461,android,2016-07-24 21:06:44.900335
368464,complete,1,1994-10-31,IL,60458,ios,2016-07-24 21:12:25.501364
284180,complete,1,1993-02-18,NV,89142,android,2016-06-24 21:51:17.205661
338271,complete,2,1987-03-18,FL,33612,android,2016-07-16 19:47:46.301047
368688,complete,2,1965-04-29,NY,14617,android,2016-07-24 21:40:46.42975
368710,complete,2,1971-08-20,AL,36344,ios,2016-07-24 21:44:25.367712
367683,complete,2,1990-08-16,NJ,07093,ios,2016-07-24 19:28:47.374883
367648,complete,1,1993-12-20,CA,91932,ios,2016-07-24 19:29:16.96955
367662,complete,1,1997-05-24,CO,80808,android,2016-07-24 19:47:49.712379
367977,complete,1,1978-03-27,CA,95826,ios,2016-07-24 20:14:36.849617
368037,closed,1,1996-03-15,NY,10031,android,2016-07-24 20:47:40.516024
368401,complete,1,1988-10-21,TX,75204,ios,2016-07-24 21:09:13.960386
284189,complete,3,1982-02-20,NC,28213,android,2016-06-24 21:59:18.443034
338281,complete,1,1994-12-11,NH,03867,android,2016-07-16 19:59:42.201721
338286,complete,2,1994-12-19,IL,62644,ios,2016-07-16 20:01:35.023121
367730,complete,1,1951-11-12,FL,34221,ios,2016-07-24 19:35:59.175596
367836,complete,1,1994-11-07,IL,61473,ios,2016-07-24 19:52:36.636645
367982,complete,2,1958-05-01,FL,33607,ios,2016-07-24 20:19:14.824668
368788,complete,2,1977-06-04,FL,33461,ios,2016-07-24 21:54:07.42809
284238,closed,2,1993-05-13,AZ,85017,ios,2016-06-24 22:27:00.370655
284246,complete,2,1988-02-19,TX,77872,ios,2016-06-24 22:35:56.498153
338274,complete,3,1969-04-13,TX,75070,ios,2016-07-16 19:50:59.413593
367699,complete,2,1995-06-07,FL,33143,ios,2016-07-24 19:40:25.91093
368835,complete,2,1977-11-23,GA,30721,ios,2016-07-24 21:58:57.936332
368020,complete,2,1985-07-04,GA,30328,android,2016-07-25 04:17:59.905993
284194,complete,1,1984-06-04,NY,12754,ios,2016-06-24 21:59:23.641609
338277,complete,1,1973-01-21,NY,11225,android,2016-07-17 04:10:25.706859
368645,complete,1,1989-02-04,MA,02148,ios,2016-07-24 21:35:13.359976
368677,closed,1,1988-11-20,MA,01748,ios,2016-07-24 21:39:00.344519
284195,complete,2,1987-12-24,CA,91739,android,2016-06-24 21:59:30.515127
284254,complete,2,1995-12-01,TX,78237,android,2016-06-24 22:50:45.652316
368362,complete,1,1980-08-25,VA,24112,android,2016-07-24 20:59:25.343326
365488,complete,1,1995-08-15,MI,49337,ios,2016-07-24 10:51:03.231037
284196,complete,1,1981-10-15,LA,70510,android,2016-06-24 22:01:37.99526
314808,complete,2,1991-10-03,AZ,85302,android,2016-07-08 16:01:01.818163
368305,complete,1,1991-02-26,OH,43082,android,2016-07-24 20:55:58.663039
368259,complete,2,1972-01-28,NY,13084,ios,2016-07-24 20:56:32.484602
368561,complete,2,1995-03-31,FL,34683,ios,2016-07-29 15:09:37.684528
284199,complete,1,1994-02-01,CA,95824,android,2016-06-24 22:06:59.765572
368207,complete,2,1974-05-07,IN,47130,ios,2016-07-24 20:42:01.021039
368220,complete,2,1987-11-04,CA,95340,ios,2016-07-24 20:45:01.224329
368400,complete,1,1996-04-05,TN,37027,ios,2016-07-24 22:13:04.384752
284204,complete,2,1992-05-27,CA,95219,android,2016-06-24 22:09:50.337287
368314,complete,2,1989-12-02,PA,15147,android,2016-07-24 20:58:34.54646
284205,complete,1,1991-11-02,NC,28401,android,2016-06-24 22:07:09.764843
368525,complete,2,1986-12-14,WA,98188,ios,2016-07-24 21:19:06.180598
284200,complete,3,1979-06-23,TX,75056,ios,2016-06-24 22:05:59.262211
284203,complete,2,1989-05-01,IL,60649,android,2016-06-24 22:07:07.617467
284206,complete,2,1989-06-27,CT,06606,android,2016-06-24 22:10:58.474478
359477,complete,2,1983-01-28,CO,80916,android,2016-07-23 07:04:17.374033
368791,closed,1,1996-07-24,CA,94306,ios,2016-07-24 21:55:36.714246
368761,complete,1,1986-05-18,CA,91791,ios,2016-07-24 21:56:01.84054
284224,complete,1,1990-01-22,IN,47408,android,2016-06-24 22:25:27.718095
368699,complete,2,1989-10-19,KY,42211,ios,2016-07-24 22:06:34.977094
284210,complete,1,1995-08-15,IN,46016,ios,2016-07-14 18:37:17.641156
368600,complete,2,1992-04-29,CO,80634,ios,2016-07-24 21:29:36.917101
368842,complete,2,1990-09-05,CO,80209,android,2016-07-24 23:05:49.604954
227538,complete,1,1979-10-30,NC,28311,ios,2016-06-24 22:09:42.843215
252638,complete,2,1996-11-03,TX,78732,ios,2016-06-24 22:31:41.760353
284213,complete,2,1978-11-01,CA,93274,android,2016-06-24 22:18:36.922574
277173,complete,2,1985-06-21,FL,33156,ios,2016-06-24 22:12:42.556459
284250,complete,1,1994-07-16,CA,93230,ios,2016-06-24 22:40:05.981278
338292,closed,1,1988-02-22,CA,90046,android,2016-07-16 20:05:17.447494
368829,complete,1,1986-08-20,ME,04106,ios,2016-07-24 22:01:22.584266
284217,complete,2,1989-10-06,PR,00968,ios,2016-06-24 22:22:32.246038
338295,complete,2,1989-12-06,TX,77318,ios,2016-07-16 20:07:04.701214
368834,complete,2,1962-06-13,CO,80121,ios,2016-07-27 03:06:34.178246
284221,complete,2,1991-10-24,MD,20912,ios,2016-06-24 22:19:44.963806
337797,complete,2,1982-02-04,NC,27265,android,2016-07-16 20:30:17.760917
338340,complete,2,1977-03-26,AZ,85143,ios,2016-07-16 20:31:14.791209
284253,complete,1,1995-06-09,OH,44128,ios,2016-06-24 22:42:30.693275
284225,complete,2,1988-02-26,TX,78704,ios,2016-06-26 16:12:22.935285
338298,complete,2,1981-06-05,GA,31602,android,2016-07-16 20:09:15.546456
338307,complete,2,1993-12-08,NE,68505,android,2016-07-16 20:18:47.327676
370239,complete,2,1987-01-19,FL,32701,android,2016-07-25 00:51:34.311917
338300,complete,2,1986-04-14,VA,23225,android,2016-07-16 20:12:51.761419
370902,complete,1,1981-11-14,IL,61109,android,2016-07-25 02:19:19.463243
369209,complete,2,1975-09-12,GA,31501,android,2016-07-24 22:40:41.576739
370485,complete,2,1996-05-17,CA,90016,ios,2016-07-25 01:15:33.771454
369289,complete,1,1986-07-02,MI,48135,ios,2016-07-24 22:49:52.268969
369998,closed,1,1985-10-17,NY,11427,ios,2016-07-25 00:22:44.554151
373292,complete,1,1952-12-14,TN,37415,ios,2016-07-25 09:24:32.174751
373634,complete,2,1978-11-07,FL,33035,ios,2016-07-25 12:11:39.960534
284240,complete,1,1988-06-27,MD,21060,android,2016-06-24 22:29:32.308492
338361,complete,2,1993-05-23,NV,89102,ios,2016-07-16 20:53:52.636599
368853,complete,2,1962-10-06,MI,48239,android,2016-07-24 22:08:07.235598
368934,complete,2,1983-10-16,PA,18103,android,2016-07-24 22:11:19.49099
369042,complete,2,1991-05-28,CO,80033,ios,2016-07-24 22:23:48.464895
355147,complete,2,1961-02-21,NJ,08043,ios,2016-07-24 23:05:21.381216
370765,complete,1,1994-06-16,LA,70461,ios,2016-07-25 01:48:19.665644
369783,complete,2,1986-08-22,OR,97202,ios,2016-07-24 23:52:44.699625
371637,complete,2,1997-03-28,VT,05777,ios,2016-07-25 03:32:38.229411
284247,complete,3,1988-06-09,MA,02038,android,2016-06-24 22:38:58.874203
338302,complete,2,1984-03-08,GA,30187,android,2016-07-16 20:17:39.27505
338370,complete,2,1968-12-13,GA,30252,ios,2016-07-16 20:54:56.683464
338362,complete,2,1972-09-25,NY,10469,ios,2016-07-19 20:46:55.305003
369050,complete,1,1988-10-21,VA,22192,android,2016-07-24 22:29:43.527315
369124,complete,2,1989-08-30,FL,33433,ios,2016-07-24 22:31:25.7582
370806,complete,1,1992-12-19,AZ,85020,ios,2016-07-25 01:53:53.169878
369255,complete,2,1998-06-12,WA,98275,ios,2016-07-24 22:44:50.041629
369250,complete,1,1976-11-22,MI,48304,ios,2016-07-24 22:45:38.973385
370013,complete,3,1990-12-28,ME,04032,ios,2016-07-25 00:36:04.955995
370438,complete,1,1992-06-23,IL,60031,android,2016-07-25 01:14:01.42083
372340,complete,1,1995-02-15,CA,94578,ios,2016-07-25 04:48:07.576485
373512,complete,1,1980-04-02,ID,83858,android,2016-07-25 10:54:40.523661
373515,complete,3,1977-06-12,MD,21224,ios,2016-07-25 10:56:59.724668
373516,complete,1,1986-05-19,AL,35640,android,2016-07-25 10:55:21.940677
284245,complete,2,1985-05-25,TN,37183,ios,2016-06-24 22:34:56.457719
273803,complete,1,1991-07-25,NJ,07032,ios,2016-06-24 22:36:40.213351
258356,complete,1,1993-04-08,TX,78043,ios,2016-06-24 22:38:59.955717
139082,complete,3,1979-03-01,CA,91342,ios,2016-06-24 22:38:03.633558
338303,complete,1,1986-07-02,KY,40065,android,2016-07-16 20:09:23.621665
369270,complete,2,1993-10-02,KY,40744,ios,2016-07-24 22:50:06.073916
369557,complete,2,1994-01-25,MD,21227,ios,2016-07-24 23:26:41.741764
370212,complete,1,1997-07-20,TX,77080,android,2016-07-25 00:47:10.180604
369742,complete,1,1987-01-24,MI,48154,ios,2016-07-24 23:45:13.096626
369980,complete,2,1983-07-02,GA,30110,ios,2016-07-25 00:19:16.575353
370365,complete,2,1989-08-15,TN,37923,ios,2016-07-25 01:00:43.080512
370538,complete,2,1989-10-03,CA,90706,android,2016-07-25 01:24:36.395122
371164,closed,2,1983-09-16,CA,90212,android,2016-07-25 02:38:50.49508
370925,complete,2,1994-05-23,IL,61441,ios,2016-07-26 00:45:21.553514
338321,complete,3,1980-07-27,CA,90019,android,2016-07-16 20:27:27.76935
338342,closed,1,1976-12-18,FL,33177,android,2016-07-16 20:49:04.388176
368893,complete,2,1987-09-08,ME,04073,ios,2016-07-24 22:10:02.234529
370496,complete,2,1988-06-16,CA,95126,ios,2016-07-25 01:23:21.252832
369610,complete,2,1987-12-23,AR,72002,android,2016-07-24 23:33:44.346237
370733,complete,2,1995-06-23,TX,75704,ios,2016-07-25 01:48:57.643994
371689,complete,2,1995-05-09,TX,78155,android,2016-07-25 03:48:35.517975
369929,complete,2,1988-12-30,NY,11575,android,2016-07-25 00:09:16.495815
369893,complete,2,1996-06-11,CA,93555,android,2016-07-25 00:15:24.671658
372585,complete,2,1977-08-16,FL,32811,android,2016-07-25 05:24:14.84581
371482,complete,3,1994-02-19,OR,97420,ios,2016-07-25 05:20:18.918118
372480,complete,1,1996-02-15,AZ,85201,ios,2016-07-25 05:03:03.01007
370218,complete,2,1989-06-26,TX,75551,ios,2016-07-25 00:43:12.04197
284259,complete,3,1980-08-08,MS,38868,android,2016-06-24 22:45:24.4901
338323,closed,2,1975-05-10,IL,60056,ios,2016-07-16 20:28:32.224742
368857,complete,2,1984-07-26,CA,93635,android,2016-07-24 22:03:15.732029
368931,complete,2,1983-04-29,MA,02148,ios,2016-07-24 22:13:11.618099
368930,complete,2,1987-09-25,PA,15201,ios,2016-07-24 22:13:24.679183
368948,complete,1,1985-02-05,MI,49442,ios,2016-07-24 22:15:18.305175
369754,complete,1,1984-12-01,MD,20774,android,2016-07-24 23:46:21.386192
369001,complete,2,1960-11-28,NV,89509,android,2016-07-24 22:18:10.653541
368994,complete,2,1967-03-19,CA,93033,android,2016-07-24 22:19:34.664375
369020,complete,1,1996-04-11,GA,30101,ios,2016-07-24 22:23:39.255612
366372,complete,1,1994-09-16,NJ,07111,ios,2016-07-24 22:40:33.853014
370843,complete,2,1990-09-24,CA,94015,ios,2016-07-25 02:01:58.140178
371374,complete,2,1991-12-24,WI,53147,android,2016-07-25 03:08:02.705741
338305,complete,2,1985-08-10,NY,10308,android,2016-07-25 02:09:57.959306
370764,closed,2,1990-04-13,NC,27409,ios,2016-07-25 01:59:56.3859
371299,complete,2,1995-09-12,UT,84058,android,2016-07-25 03:02:55.410654
371454,complete,1,1980-08-12,IL,60628,android,2016-07-25 03:20:58.720102
338306,complete,2,1975-08-04,TX,75006,android,2016-07-16 20:15:59.078282
231606,complete,2,1981-11-09,CA,94044,android,2016-07-16 20:33:31.34403
369995,complete,1,1985-07-01,OH,44137,ios,2016-07-25 00:17:36.719961
369555,complete,1,1994-08-14,TX,77095,ios,2016-07-24 23:23:05.506034
370027,complete,2,1987-07-07,MS,39540,ios,2016-07-25 00:24:16.436649
370627,closed,2,1994-11-05,UT,84043,ios,2016-07-25 01:46:39.715044
370149,complete,1,1995-10-12,NY,11203,ios,2016-07-25 00:32:17.72141
369521,complete,1,1992-05-01,KY,42066,android,2016-07-24 23:37:53.920604
369768,complete,2,1992-09-14,OR,97058,android,2016-07-24 23:47:01.400718
93162,complete,2,1993-07-19,TN,37130,ios,2016-07-25 02:17:37.03467
370891,complete,1,1992-08-08,FL,33813,ios,2016-07-25 02:07:22.394465
371050,complete,2,1997-05-09,NY,11230,android,2016-07-25 02:24:32.814086
371175,closed,1,1995-05-27,MD,20607,android,2016-07-25 02:44:35.877058
371728,complete,1,1985-09-19,NJ,08201,ios,2016-07-25 03:41:27.605674
